<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
SAB,20170822,241.0892,241.0892,225.8174,229.2629,40100
SAB,20170823,232.6152,237.3644,224.4206,237.1781,46130
SAB,20170824,237.1781,237.4575,229.0766,237.1781,67660
SAB,20170825,230.9390,236.4331,229.1697,235.5951,10060
SAB,20170828,235.5951,235.5951,228.1455,235.1295,23900
SAB,20170829,230.0079,232.8015,229.8216,231.8702,16570
SAB,20170830,232.7083,232.8014,230.1940,232.8014,10860
SAB,20170831,230.1009,237.7368,230.1009,233.7326,49740
SAB,20170901,233.7326,236.9919,233.7326,236.9919,18680
SAB,20170905,236.9919,244.9072,236.9919,237.4575,42560
SAB,20170906,238.3887,244.9071,238.3887,244.9071,22460
SAB,20170907,244.9071,252.5430,241.3685,252.5430,107880
SAB,20170908,255.1504,262.3207,254.2192,262.3207,48020
SAB,20170911,262.3207,269.1185,262.3207,265.3936,29280
SAB,20170912,260.7376,269.1184,260.7376,261.6688,28500
SAB,20170913,261.6688,265.3005,258.2233,258.2234,27310
SAB,20170914,259.8065,259.8065,252.8224,253.7536,36910
SAB,20170915,248.6320,253.2880,248.6320,253.2880,24350
SAB,20170918,260.6445,260.6445,249.5632,257.4784,19100
SAB,20170919,257.4784,258.8752,253.2880,256.0816,20580
SAB,20170920,257.9440,257.9440,253.1949,254.2192,12860
SAB,20170921,253.2880,253.2880,246.7695,246.7695,52660
SAB,20170922,252.2636,252.2636,246.7695,247.8870,5950
SAB,20170925,247.8870,247.8870,232.8015,243.5103,14620
SAB,20170926,243.5103,243.5103,239.4130,240.2511,5600
SAB,20170927,240.2511,240.2511,235.5951,237.4575,15050
SAB,20170928,237.4575,251.4256,234.2914,247.7938,16960
SAB,20170929,247.7007,253.7535,242.1134,242.1135,13640
SAB,20171002,242.1135,244.8140,238.3887,240.2511,3580
SAB,20171003,243.9759,243.9759,238.4818,239.1336,7330
SAB,20171004,237.6437,242.4860,237.6437,242.4860,3250
SAB,20171005,237.4575,246.5833,237.4575,242.1135,2220
SAB,20171006,243.8828,243.8828,237.6437,242.2066,1920
SAB,20171009,244.7209,244.7209,237.9231,242.2066,12300
SAB,20171010,243.6965,243.7896,241.5548,242.2066,20900
SAB,20171011,242.0204,243.8828,241.9272,243.7897,15300
SAB,20171012,243.1379,247.9801,243.1379,247.7007,19470
SAB,20171013,247.7007,253.2880,243.1378,253.2880,57150
SAB,20171016,253.2880,253.9398,250.4944,253.2880,47420
SAB,20171017,253.2880,259.8064,249.7494,259.8064,40630
SAB,20171018,258.0371,262.6000,257.9440,262.1344,177700
SAB,20171019,265.2074,265.3936,258.8752,258.8752,38990
SAB,20171020,256.6403,264.4624,251.4256,251.4256,27530
SAB,20171023,257.0128,260.7377,251.5187,260.7376,36380
SAB,20171024,260.7376,262.5069,251.5187,261.2032,54670
SAB,20171025,261.2032,261.2032,255.1504,260.1789,5720
SAB,20171026,261.2032,262.6000,256.0816,262.6000,45560
SAB,20171027,262.6000,262.6000,253.3811,261.2032,26460
SAB,20171030,260.7376,267.2560,257.9440,267.2560,110150
SAB,20171031,267.2560,267.2560,263.6243,265.9524,3060
SAB,20171101,265.9524,267.2561,261.3895,267.1629,18930
SAB,20171102,267.1629,269.1185,264.4624,269.1185,43940
SAB,20171103,265.8593,270.0497,261.7620,270.0497,12150
SAB,20171106,270.0497,271.9121,268.1873,270.0497,7770
SAB,20171107,269.1185,270.0497,265.4868,265.4868,50470
SAB,20171108,268.9323,278.3374,258.5959,262.1344,79920
SAB,20171109,262.1344,263.4381,258.5958,258.9683,4680
SAB,20171110,258.9683,258.9683,255.0572,257.4784,16650
SAB,20171113,257.4784,263.3450,257.0128,257.1990,37370
SAB,20171114,257.1990,260.7376,255.3366,255.3366,18400
SAB,20171115,255.2435,259.3408,251.1462,252.2636,44210
SAB,20171116,249.5631,260.7376,249.5631,260.7376,55060
SAB,20171117,261.6688,264.3693,256.3609,260.7376,81030
SAB,20171120,257.0128,261.4826,256.3609,261.2963,46050
SAB,20171121,261.2963,278.4305,261.2032,272.8433,116870
SAB,20171122,272.8433,287.7426,272.8433,287.1839,113570
SAB,20171123,287.1839,288.6738,280.2930,287.7426,34940
SAB,20171124,288.6738,297.6134,284.0178,296.8684,55290
SAB,20171127,288.7669,297.0546,279.5480,282.1553,27840
SAB,20171128,280.2929,297.9858,280.2929,297.9858,41090
SAB,20171129,311.0227,318.8448,300.7794,315.6787,114970
SAB,20171130,318.2861,323.1283,306.3666,306.3667,59880
SAB,20171201,306.3667,308.6947,302.7350,307.2979,41490
SAB,20171204,307.2979,317.5412,307.2979,309.4397,77450
SAB,20171205,313.7232,314.7476,307.2979,307.2979,64960
SAB,20171206,307.2979,310.0915,294.2610,305.4355,65890
SAB,20171207,307.2979,310.0915,293.3298,297.4271,50120
SAB,20171208,294.2610,297.5202,286.3458,287.7426,85860
SAB,20171211,289.6050,289.6050,272.8433,272.8433,142910
SAB,20171212,291.9330,291.9330,286.8114,291.4674,311160
SAB,20171213,297.7065,298.9170,291.4674,292.3986,133180
SAB,20171214,295.1922,295.1922,287.7426,287.7426,131480
SAB,20171215,287.7426,288.6738,285.8802,287.9288,138480
SAB,20171218,287.9288,296.0303,287.9288,287.9288,255930
SAB,20171219,287.9288,288.6738,267.8148,267.8148,362340
SAB,20171220,249.5632,260.7376,249.0975,249.0975,276270
SAB,20171221,234.6638,246.7695,231.7771,232.0565,583060
SAB,20171222,240.2511,243.9759,233.7326,233.7326,226780
SAB,20171225,237.3643,247.6076,234.6638,246.3970,119540
SAB,20171226,245.8383,246.0245,238.3886,239.3199,174190
SAB,20171227,238.3887,242.1135,234.8501,234.8501,156790
SAB,20171228,236.5263,236.5263,232.0565,232.0565,177330
